epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,108.459,1.49042,1.39915,1.085,0.54517,0.18092,0.20882,0.12377,1.28605,1.0329,1.00425,0.000175072,0.000175072,0.000175072
